#Re    B    Pr    Pe    BPe    t    avg_uh    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    9.7874e+01    1.4709e+00    2.4718e+00    1.0030e+02    4.2128e-01    4.2506e-01    2.4818e+00    5.5998e+01    5.0855e-01    5.7074e-01    2.4680e+00    1.1710e+02    3.8820e-01    3.8737e-01    2.4929e+00    5.5640e+01    5.1059e-01    5.7340e-01    2.4655e+00    1.1361e+02    3.9467e-01    3.9432e-01    2.4684e+00    2.4684e+00    5.0581e-01    5.6722e-01    2.4734e+00    1.2163e+02    3.8011e-01    3.7890e-01    2.7487e-01    7.2513e-01    2.2959e-01    7.7041e-01    3.2751e-01    6.7249e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    9.9431e+01    1.6287e+00    3.4032e+00    1.2953e+02    4.2763e-01    4.4078e-01    3.4803e+00    6.8627e+01    5.1790e-01    6.0339e-01    3.3751e+00    1.5171e+02    3.9474e-01    4.0026e-01    3.5050e+00    6.8320e+01    5.1968e-01    6.0616e-01    3.3758e+00    1.4600e+02    4.0286e-01    4.0956e-01    3.4473e+00    3.4473e+00    5.1504e-01    5.9919e-01    3.3811e+00    1.5974e+02    3.8387e-01    3.8838e-01    2.6704e-01    7.3296e-01    2.1205e-01    7.8795e-01    3.3360e-01    6.6640e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.0084e+02    1.3863e+00    3.5156e+00    1.6079e+02    4.1092e-01    3.9611e-01    3.3754e+00    7.3843e+01    5.1000e-01    5.7829e-01    3.5642e+00    1.9096e+02    3.7653e-01    3.5895e-01    3.3878e+00    7.3332e+01    5.1180e-01    5.8088e-01    3.5519e+00    1.8566e+02    3.8223e-01    3.6465e-01    3.3632e+00    3.3632e+00    5.0768e-01    5.7515e-01    3.5804e+00    1.9749e+02    3.6974e-01    3.5228e-01    2.5761e-01    7.4239e-01    2.2140e-01    7.7860e-01    2.9847e-01    7.0153e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.0269e+02    1.5615e+00    2.9052e+00    1.1100e+02    4.2087e-01    4.3984e-01    2.9787e+00    6.1228e+01    5.1199e-01    5.9341e-01    2.8794e+00    1.2849e+02    3.8885e-01    4.0202e-01    2.9826e+00    6.0839e+01    5.1375e-01    5.9526e-01    2.8845e+00    1.2439e+02    3.9607e-01    4.1027e-01    2.9691e+00    2.9691e+00    5.0923e-01    5.9029e-01    2.8753e+00    1.3401e+02    3.7951e-01    3.9160e-01    2.6003e-01    7.3997e-01    2.1071e-01    7.8929e-01    3.1884e-01    6.8116e-01    
6.0000e+02    3.0000e+00    1.0000e-01    6.0000e+01    1.8000e+02    1.0446e+02    1.5515e+00    3.0756e+00    1.2989e+02    4.2606e-01    4.1532e-01    2.9103e+00    6.4304e+01    5.1984e-01    5.7587e-01    3.1381e+00    1.5472e+02    3.9056e-01    3.7830e-01    2.9161e+00    6.3679e+01    5.2231e-01    5.7874e-01    3.1217e+00    1.4904e+02    3.9823e-01    3.8589e-01    2.9019e+00    2.9019e+00    5.1637e-01    5.7174e-01    3.1625e+00    1.6228e+02    3.8085e-01    3.6895e-01    2.7461e-01    7.2539e-01    2.2434e-01    7.7566e-01    3.3364e-01    6.6636e-01    



# Index 006: Re = 600.00, Pe =  60.00, B =   1.00
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.2911e+00    1.7904e+00    3.0154e-13    8.3943e+00    1.1177e-12    3.5922e-13    3.2165e-13    3.6858e+00    2.9633e-12    8.7267e-13    2.9473e-13    9.9871e+00    4.9339e-13    2.9512e-13    3.2528e-13    3.5978e+00    3.4297e-12    9.0410e-13    2.9576e-13    9.5616e+00    5.5504e-13    3.0932e-13    3.1656e-13    3.1656e-13    2.5254e-12    8.3225e-13    2.9419e-13    1.0640e+01    4.2911e-13    2.7650e-13    2.5275e-01    7.4725e-01    1.9572e-01    8.0428e-01    3.2847e-01    6.7153e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    7.0832e+00    2.2976e+00    1.4459e-11    1.1758e+01    3.8908e-11    1.2297e-11    1.9574e-11    4.6624e+00    1.0848e-10    4.1984e-11    1.3099e-11    1.3645e+01    2.0413e-11    9.5998e-12    1.8727e-11    4.6578e+00    1.2333e-10    4.0205e-11    1.3788e-11    1.2874e+01    2.5646e-11    1.0710e-11    2.1083e-11    2.1083e-11    9.2340e-11    4.2958e-11    1.1286e-11    1.5040e+01    1.3314e-11    7.5040e-12    2.1001e-01    7.8999e-01    1.3576e-01    8.6424e-01    3.2386e-01    6.7614e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    9.4985e+00    2.3927e+00    8.1380e-10    1.1514e+01    2.5451e-09    7.0680e-10    1.0645e-09    4.7832e+00    7.0434e-09    2.2255e-09    7.3577e-10    1.3608e+01    1.1450e-09    5.4067e-10    1.0834e-09    4.7074e+00    8.4946e-09    2.3014e-09    7.6423e-10    1.2765e+01    1.4511e-09    5.9869e-10    1.0805e-09    1.0805e-09    5.8056e-09    2.1276e-09    6.7027e-10    1.4977e+01    7.9027e-10    4.4753e-10    2.3736e-01    7.6264e-01    1.5532e-01    8.4468e-01    3.4990e-01    6.5010e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.1308e+01    2.6686e+00    1.9270e-08    1.3120e+01    4.8993e-08    1.4688e-08    1.8043e-08    5.5301e+00    1.2747e-07    3.2626e-08    1.9695e-08    1.5747e+01    2.1824e-08    1.2507e-08    1.7419e-08    5.4452e+00    1.6264e-07    3.1990e-08    1.9634e-08    1.4628e+01    2.6656e-08    1.3422e-08    1.8043e-08    1.8043e-08    9.8868e-08    3.0929e-08    2.0064e-08    1.7837e+01    1.6703e-08    1.1249e-08    2.5718e-01    7.4282e-01    1.6426e-01    8.3574e-01    3.9299e-01    6.0701e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.3360e+01    2.5320e+00    4.4478e-07    1.1226e+01    1.2475e-06    3.9620e-07    5.2982e-07    4.4067e+00    2.7734e-06    1.2023e-06    4.1505e-07    1.3610e+01    7.1415e-07    3.0496e-07    5.0212e-07    4.3248e+00    3.0110e-06    1.1610e-06    4.3311e-07    1.2630e+01    8.8869e-07    3.4291e-07    5.8125e-07    5.8125e-07    2.4478e-06    1.2233e-06    3.5537e-07    1.5468e+01    4.6109e-07    2.2974e-07    2.5900e-01    7.4100e-01    1.6906e-01    8.3094e-01    3.9583e-01    6.0417e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.5246e+01    2.6872e+00    3.1035e-05    1.0899e+01    3.7295e-05    2.8475e-05    3.0598e-05    4.2106e+00    6.7212e-05    7.2663e-05    3.1180e-05    1.3114e+01    2.7385e-05    2.3775e-05    2.8654e-05    4.0347e+00    7.4189e-05    7.1013e-05    3.1452e-05    1.2100e+01    3.0837e-05    2.5992e-05    3.7199e-05    3.7199e-05    6.1667e-05    8.1349e-05    2.6732e-05    1.5315e+01    2.0282e-05    1.7455e-05    2.4882e-01    7.5118e-01    1.4896e-01    8.5104e-01    4.1108e-01    5.8892e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.7011e+01    2.8719e+00    4.4667e-03    1.1326e+01    2.1635e-03    3.9283e-03    8.4346e-03    4.6784e+00    3.9783e-03    1.7710e-02    3.1037e-03    1.3609e+01    1.5400e-03    2.2754e-03    9.0685e-03    4.5578e+00    4.2800e-03    1.9508e-02    3.6314e-03    1.2554e+01    1.7793e-03    2.8843e-03    7.4126e-03    7.4126e-03    3.5543e-03    1.4498e-02    2.3663e-03    1.5808e+01    1.1718e-03    1.4946e-03    2.5568e-01    7.4432e-01    1.5362e-01    8.4638e-01    4.1622e-01    5.8378e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    1.8700e+01    3.0932e+00    3.5218e-02    1.4320e+01    1.5123e-02    2.4003e-02    4.2061e-02    7.3833e+00    2.5248e-02    5.3898e-02    3.2694e-02    1.6878e+01    1.1389e-02    1.9003e-02    4.3828e-02    7.4619e+00    2.5998e-02    5.5478e-02    3.3645e-02    1.5573e+01    1.3136e-02    2.1147e-02    3.8745e-02    3.8745e-02    2.2796e-02    4.9490e-02    3.2295e-02    2.0019e+01    8.7656e-03    1.5876e-02    2.6938e-01    7.3062e-01    1.5447e-01    8.4553e-01    4.5310e-01    5.4690e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.0085e+01    3.1209e+00    1.5724e-01    1.9938e+01    4.9989e-02    7.3098e-02    1.8962e-01    9.8134e+00    8.5633e-02    1.6194e-01    1.4433e-01    2.3973e+01    3.5783e-02    5.6786e-02    2.0513e-01    9.9021e+00    9.1388e-02    1.7161e-01    1.4793e-01    2.1888e+01    4.1946e-02    6.3308e-02    1.7237e-01    1.7237e-01    7.6367e-02    1.4588e-01    1.4371e-01    2.8735e+01    2.6421e-02    4.7631e-02    2.8498e-01    7.1502e-01    1.6268e-01    8.3732e-01    4.7188e-01    5.2812e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.1427e+01    3.3073e+00    4.4748e-01    3.3660e+01    1.1482e-01    1.1734e-01    5.2498e-01    2.0250e+01    1.8617e-01    2.0587e-01    4.1715e-01    3.8909e+01    8.6891e-02    9.6831e-02    5.3255e-01    1.9874e+01    1.9394e-01    2.1134e-01    4.3076e-01    3.6368e+01    9.9273e-02    1.0590e-01    5.0114e-01    5.0114e-01    1.6967e-01    1.9598e-01    4.0091e-01    4.5029e+01    6.7216e-02    8.1755e-02    2.8129e-01    7.1871e-01    1.6418e-01    8.3582e-01    4.6461e-01    5.3539e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.2534e+01    3.5908e+00    1.6098e+00    8.0347e+01    1.8145e-01    1.6691e-01    1.7005e+00    4.1934e+01    2.6915e-01    2.8852e-01    1.5794e+00    9.3212e+01    1.5207e-01    1.4489e-01    1.6905e+00    4.1307e+01    2.7416e-01    2.9041e-01    1.5967e+00    8.6638e+01    1.6650e-01    1.5562e-01    1.6637e+00    1.6637e+00    2.5534e-01    2.7647e-01    1.5697e+00    1.0763e+02    1.2667e-01    1.2728e-01    2.5089e-01    7.4911e-01    1.3878e-01    8.6122e-01    4.2572e-01    5.7428e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.3439e+01    3.5797e+00    3.5496e+00    2.1297e+02    2.3093e-01    1.4286e-01    3.2021e+00    7.4267e+01    3.3177e-01    3.0127e-01    3.6608e+00    2.5735e+02    1.9866e-01    1.2454e-01    3.2577e+00    7.3458e+01    3.3678e-01    3.0723e-01    3.5940e+00    2.3420e+02    2.1482e-01    1.3304e-01    3.1360e+00    3.1360e+00    3.1680e-01    2.8730e-01    3.8452e+00    3.0958e+02    1.6955e-01    1.1048e-01    2.4240e-01    7.5760e-01    1.3207e-01    8.6793e-01    4.1682e-01    5.8318e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.4265e+01    3.4287e+00    5.9080e+00    3.7913e+02    2.3945e-01    1.3482e-01    4.7795e+00    1.0579e+02    3.5929e-01    3.1120e-01    6.2147e+00    4.5341e+02    2.0688e-01    1.2054e-01    4.7902e+00    1.0288e+02    3.6519e-01    3.1769e-01    6.0610e+00    4.1695e+02    2.2223e-01    1.2692e-01    4.7412e+00    4.7412e+00    3.4448e-01    2.9531e-01    6.5575e+00    5.2719e+02    1.8098e-01    1.1063e-01    2.1370e-01    7.8630e-01    1.2042e-01    8.7958e-01    3.5759e-01    6.4241e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.5116e+01    3.3198e+00    6.8007e+00    3.6434e+02    2.5083e-01    1.5730e-01    5.8298e+00    1.2289e+02    3.7026e-01    3.2175e-01    7.0100e+00    4.1640e+02    2.2508e-01    1.4409e-01    5.8445e+00    1.2084e+02    3.7561e-01    3.2599e-01    6.9065e+00    3.9127e+02    2.3703e-01    1.5003e-01    5.8495e+00    5.8495e+00    3.5831e-01    3.1210e-01    7.2121e+00    4.6617e+02    2.0434e-01    1.3398e-01    1.7736e-01    8.2264e-01    9.9580e-02    9.0042e-01    3.0193e-01    6.9807e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.6057e+01    3.2877e+00    5.8047e+00    2.5256e+02    2.4663e-01    1.8688e-01    5.5451e+00    1.1110e+02    3.5215e-01    3.3294e-01    5.8577e+00    2.8145e+02    2.2509e-01    1.7227e-01    5.5835e+00    1.0992e+02    3.5599e-01    3.3684e-01    5.8279e+00    2.6757e+02    2.3513e-01    1.7886e-01    5.4841e+00    5.4841e+00    3.4245e-01    3.2397e-01    5.9374e+00    3.0976e+02    2.0696e-01    1.6085e-01    1.6959e-01    8.3041e-01    9.5187e-02    9.0481e-01    2.9282e-01    7.0718e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.7040e+01    3.2021e+00    6.6350e+00    2.3446e+02    2.6706e-01    2.2057e-01    6.7824e+00    1.0660e+02    3.7385e-01    3.8884e-01    6.6040e+00    2.6140e+02    2.4456e-01    2.0168e-01    6.8519e+00    1.0520e+02    3.7801e-01    3.9442e-01    6.6111e+00    2.4872e+02    2.5482e-01    2.0999e-01    6.6469e+00    6.6469e+00    3.6477e-01    3.7730e-01    6.6301e+00    2.8692e+02    2.2598e-01    1.8770e-01    1.7404e-01    8.2596e-01    9.9382e-02    9.0062e-01    2.9601e-01    7.0399e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.7963e+01    3.0719e+00    8.3889e+00    3.2606e+02    2.6456e-01    2.0463e-01    7.3384e+00    1.2292e+02    3.6788e-01    3.7383e-01    8.6031e+00    3.6750e+02    2.4349e-01    1.8969e-01    7.3411e+00    1.2139e+02    3.7098e-01    3.7686e-01    8.5033e+00    3.4843e+02    2.5293e-01    1.9617e-01    7.3378e+00    7.3378e+00    3.6026e-01    3.6661e-01    8.8034e+00    4.0467e+02    2.2681e-01    1.7868e-01    1.6940e-01    8.3060e-01    9.8503e-02    9.0150e-01    2.8286e-01    7.1714e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.8898e+01    3.0258e+00    9.5817e+00    3.7394e+02    2.5919e-01    2.0397e-01    8.4120e+00    1.4306e+02    3.6415e-01    3.7028e-01    9.7967e+00    4.1637e+02    2.3990e-01    1.9047e-01    8.4248e+00    1.4190e+02    3.6697e-01    3.7254e-01    9.6968e+00    3.9703e+02    2.4847e-01    1.9629e-01    8.4090e+00    8.4090e+00    3.5750e-01    3.6464e-01    9.9939e+00    4.5387e+02    2.2464e-01    1.8046e-01    1.5525e-01    8.4475e-01    9.0488e-02    9.0951e-01    2.6007e-01    7.3993e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    2.9904e+01    2.9159e+00    8.5818e+00    3.4883e+02    2.5035e-01    1.9744e-01    8.1579e+00    1.4878e+02    3.5098e-01    3.5414e-01    8.6540e+00    3.8289e+02    2.3322e-01    1.8435e-01    8.1822e+00    1.4783e+02    3.5255e-01    3.5629e-01    8.6195e+00    3.6778e+02    2.4072e-01    1.8987e-01    8.0871e+00    8.0871e+00    3.4559e-01    3.4809e-01    8.7387e+00    4.1142e+02    2.2015e-01    1.7519e-01    1.4547e-01    8.5453e-01    8.6136e-02    9.1386e-01    2.4074e-01    7.5926e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.1022e+01    2.7884e+00    7.2233e+00    2.5878e+02    2.5785e-01    2.1822e-01    7.3661e+00    1.2788e+02    3.5633e-01    3.6548e-01    7.1976e+00    2.8232e+02    2.4014e-01    2.0315e-01    7.4064e+00    1.2708e+02    3.5857e-01    3.6821e-01    7.2047e+00    2.7218e+02    2.4760e-01    2.0930e-01    7.2975e+00    7.2975e+00    3.5086e-01    3.5926e-01    7.1989e+00    3.0095e+02    2.2736e-01    1.9303e-01    1.5247e-01    8.4753e-01    9.2377e-02    9.0762e-01    2.4694e-01    7.5306e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.2210e+01    2.6469e+00    5.5522e+00    2.0189e+02    2.5164e-01    2.1569e-01    5.7867e+00    1.0443e+02    3.4080e-01    3.5654e-01    5.5043e+00    2.2180e+02    2.3342e-01    1.9882e-01    5.8288e+00    1.0362e+02    3.4324e-01    3.6001e-01    5.5194e+00    2.1353e+02    2.4079e-01    2.0540e-01    5.7180e+00    5.7180e+00    3.3553e-01    3.4959e-01    5.4920e+00    2.3658e+02    2.2116e-01    1.8840e-01    1.6965e-01    8.3035e-01    1.0587e-01    8.9413e-01    2.6647e-01    7.3353e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.3357e+01    2.5981e+00    5.3801e+00    1.8999e+02    2.6488e-01    2.2069e-01    5.7486e+00    9.5870e+01    3.6298e-01    3.7485e-01    5.2969e+00    2.1124e+02    2.4272e-01    2.0048e-01    5.7887e+00    9.4864e+01    3.6621e-01    3.7896e-01    5.3262e+00    2.0252e+02    2.5153e-01    2.0823e-01    5.6761e+00    5.6761e+00    3.5650e-01    3.6684e-01    5.2621e+00    2.2668e+02    2.2835e-01    1.8840e-01    1.8422e-01    8.1578e-01    1.1639e-01    8.8361e-01    2.8505e-01    7.1495e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.4304e+01    2.5901e+00    5.9549e+00    2.2095e+02    2.7690e-01    2.1230e-01    5.7714e+00    9.8155e+01    3.7472e-01    3.7027e-01    5.9962e+00    2.4859e+02    2.5487e-01    1.9433e-01    5.7815e+00    9.7182e+01    3.7728e-01    3.7301e-01    5.9777e+00    2.3721e+02    2.6371e-01    2.0128e-01    5.7479e+00    5.7479e+00    3.6860e-01    3.6403e-01    6.0371e+00    2.6881e+02    2.4048e-01    1.8340e-01    1.8379e-01    8.1621e-01    1.1614e-01    8.8386e-01    2.8426e-01    7.1574e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5148e+01    2.5085e+00    5.6825e+00    2.8378e+02    2.6294e-01    1.6683e-01    5.4161e+00    1.0704e+02    3.6316e-01    3.3599e-01    5.7401e+00    3.2203e+02    2.4126e-01    1.5128e-01    5.4331e+00    1.0617e+02    3.6558e-01    3.3850e-01    5.7146e+00    3.0663e+02    2.4974e-01    1.5709e-01    5.3889e+00    5.3889e+00    3.5779e-01    3.3028e-01    5.7924e+00    3.4914e+02    2.2742e-01    1.4230e-01    1.7792e-01    8.2208e-01    1.1399e-01    8.8601e-01    2.7249e-01    7.2751e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.5995e+01    2.5006e+00    6.8868e+00    3.3149e+02    2.6428e-01    1.7202e-01    6.4401e+00    1.1639e+02    3.7265e-01    3.5622e-01    6.9810e+00    3.7686e+02    2.4143e-01    1.5629e-01    6.4680e+00    1.1505e+02    3.7600e-01    3.5987e-01    6.9397e+00    3.5883e+02    2.5017e-01    1.6206e-01    6.3991e+00    6.3991e+00    3.6582e-01    3.4897e-01    7.0625e+00    4.0790e+02    2.2770e-01    1.4759e-01    1.7417e-01    8.2583e-01    1.1213e-01    8.8787e-01    2.6485e-01    7.3515e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.6911e+01    2.3991e+00    7.9613e+00    3.1614e+02    2.6858e-01    2.0117e-01    7.4593e+00    1.2297e+02    3.7785e-01    3.7756e-01    8.0621e+00    3.5494e+02    2.4664e-01    1.8510e-01    7.4929e+00    1.2190e+02    3.8046e-01    3.8069e-01    8.0189e+00    3.4005e+02    2.5481e-01    1.9082e-01    7.4102e+00    7.4102e+00    3.7243e-01    3.7135e-01    8.1460e+00    3.8005e+02    2.3378e-01    1.7651e-01    1.6724e-01    8.3276e-01    1.0961e-01    8.9039e-01    2.5100e-01    7.4900e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.7959e+01    2.2628e+00    7.5225e+00    2.5856e+02    2.7179e-01    2.2537e-01    7.7478e+00    1.1751e+02    3.7974e-01    3.9735e-01    7.4790e+00    2.8578e+02    2.5096e-01    2.0742e-01    7.7922e+00    1.1680e+02    3.8182e-01    4.0017e-01    7.4896e+00    2.7587e+02    2.5836e-01    2.1352e-01    7.6664e+00    7.6664e+00    3.7507e-01    3.9137e-01    7.4777e+00    3.0190e+02    2.3967e-01    1.9852e-01    1.6176e-01    8.3824e-01    1.0882e-01    8.9118e-01    2.3725e-01    7.6275e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    3.8986e+01    2.0779e+00    8.7251e+00    2.6393e+02    2.8300e-01    2.4845e-01    9.5204e+00    1.1480e+02    3.9576e-01    4.5334e-01    8.5646e+00    2.9403e+02    2.6024e-01    2.2558e-01    9.6124e+00    1.1376e+02    3.9903e-01    4.5799e-01    8.6061e+00    2.8408e+02    2.6744e-01    2.3251e-01    9.3879e+00    9.3879e+00    3.9037e-01    4.4571e-01    8.5209e+00    3.0929e+02    2.4992e-01    2.1599e-01    1.6794e-01    8.3206e-01    1.1828e-01    8.8172e-01    2.3557e-01    7.6443e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.0039e+01    2.0638e+00    8.6479e+00    2.8877e+02    2.7786e-01    2.3045e-01    8.5879e+00    1.2246e+02    3.8275e-01    4.1220e-01    8.6593e+00    3.2048e+02    2.5787e-01    2.1272e-01    8.6095e+00    1.2159e+02    3.8453e-01    4.1455e-01    8.6527e+00    3.1001e+02    2.6431e-01    2.1821e-01    8.5493e+00    8.5493e+00    3.7935e-01    4.0786e-01    8.6765e+00    3.3660e+02    2.4838e-01    2.0494e-01    1.6010e-01    8.3990e-01    1.1271e-01    8.8729e-01    2.2509e-01    7.7491e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.1182e+01    1.9280e+00    7.6521e+00    2.7302e+02    2.6602e-01    2.1892e-01    7.8271e+00    1.2135e+02    3.7025e-01    3.9210e-01    7.6200e+00    3.0083e+02    2.4690e-01    2.0210e-01    7.8710e+00    1.2066e+02    3.7245e-01    3.9479e-01    7.6243e+00    2.9236e+02    2.5251e-01    2.0684e-01    7.7555e+00    7.7555e+00    3.6684e-01    3.8772e-01    7.6243e+00    3.1346e+02    2.3894e-01    1.9565e-01    1.5497e-01    8.4503e-01    1.1264e-01    8.8736e-01    2.1174e-01    7.8826e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.2506e+01    1.7943e+00    7.0599e+00    2.4404e+02    2.6753e-01    2.2438e-01    7.1945e+00    1.1510e+02    3.6520e-01    3.8463e-01    7.0343e+00    2.6846e+02    2.4903e-01    2.0762e-01    7.2241e+00    1.1458e+02    3.6677e-01    3.8669e-01    7.0375e+00    2.6168e+02    2.5400e-01    2.1193e-01    7.1465e+00    7.1465e+00    3.6254e-01    3.8105e-01    7.0368e+00    2.7809e+02    2.4225e-01    2.0194e-01    1.5926e-01    8.4074e-01    1.1995e-01    8.8005e-01    2.1018e-01    7.8982e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.3854e+01    1.8226e+00    6.3266e+00    2.1576e+02    2.7163e-01    2.2674e-01    6.3549e+00    1.0100e+02    3.6593e-01    3.8620e-01    6.3210e+00    2.3885e+02    2.5266e-01    2.0926e-01    6.3706e+00    1.0039e+02    3.6755e-01    3.8822e-01    6.3204e+00    2.3230e+02    2.5788e-01    2.1389e-01    6.3268e+00    6.3268e+00    3.6323e-01    3.8274e-01    6.3266e+00    2.4826e+02    2.4545e-01    2.0308e-01    1.6751e-01    8.3249e-01    1.2538e-01    8.7462e-01    2.2229e-01    7.7771e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.5292e+01    1.9099e+00    6.1518e+00    1.8948e+02    2.7852e-01    2.4509e-01    6.1063e+00    9.4232e+01    3.7631e-01    3.9321e-01    6.1616e+00    2.0984e+02    2.5762e-01    2.2699e-01    6.1254e+00    9.3522e+01    3.7870e-01    3.9576e-01    6.1558e+00    2.0371e+02    2.6367e-01    2.3206e-01    6.0780e+00    6.0780e+00    3.7240e-01    3.8906e-01    6.1749e+00    2.1884e+02    2.4921e-01    2.2007e-01    1.7606e-01    8.2394e-01    1.2907e-01    8.7093e-01    2.3791e-01    7.6209e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.6657e+01    1.8975e+00    6.9209e+00    2.1073e+02    2.8072e-01    2.4722e-01    6.7489e+00    1.0170e+02    3.7563e-01    3.9889e-01    6.9564e+00    2.3324e+02    2.6113e-01    2.2973e-01    6.7691e+00    1.0120e+02    3.7723e-01    4.0080e-01    6.9427e+00    2.2645e+02    2.6687e-01    2.3465e-01    6.7214e+00    6.7214e+00    3.7286e-01    3.9562e-01    6.9809e+00    2.4326e+02    2.5298e-01    2.2298e-01    1.7108e-01    8.2892e-01    1.2548e-01    8.7452e-01    2.3138e-01    7.6862e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.7887e+01    1.8137e+00    6.5283e+00    2.3371e+02    2.7269e-01    2.1835e-01    6.4626e+00    1.0419e+02    3.7663e-01    3.8281e-01    6.5421e+00    2.6083e+02    2.5092e-01    2.0052e-01    6.4746e+00    1.0345e+02    3.7857e-01    3.8494e-01    6.5364e+00    2.5318e+02    2.5686e-01    2.0519e-01    6.4424e+00    6.4424e+00    3.7344e-01    3.7931e-01    6.5538e+00    2.7176e+02    2.4281e-01    1.9431e-01    1.7318e-01    8.2682e-01    1.3007e-01    8.6993e-01    2.2876e-01    7.7124e-01    
6.0000e+02    1.0000e+00    1.0000e-01    6.0000e+01    6.0000e+01    4.9115e+01    1.8078e+00    6.4775e+00    2.3027e+02    2.7075e-01    2.1954e-01    6.3497e+00    1.0236e+02    3.6924e-01    3.8285e-01    6.5043e+00    2.5708e+02    2.5010e-01    2.0192e-01    6.3603e+00    1.0157e+02    3.7121e-01    3.8506e-01    6.4951e+00    2.4957e+02    2.5568e-01    2.0650e-01    6.3316e+00    6.3316e+00    3.6618e-01    3.7932e-01    6.5207e+00    2.6775e+02    2.4250e-01    1.9584e-01    1.7326e-01    8.2674e-01    1.3043e-01    8.6957e-01    2.2835e-01    7.7165e-01    
